Player,Pos,Opp,Pts,Pass_Att,Cmp,Pass_Yds,Pass_TD,Int,Pass_2Pt,Rush_Att,Rush_Yds,Rush_TD,Rush_2Pt,Rec,Rec_Yds,Rec_TD,Rec_2Pt,FL,TD,Week,
Jaylin Noel,WR,vs JAX,7.00,0,0,0,0,0,0,0,0,0,0,4,35,0,0,0,0,10,
Christopher Rodriguez,RB,vs DET,7.00,0,0,0,0,0,0,6,16,1,0,0,0,0,0,0,0,10,
Ben Sinnott,TE,vs DET,7.00,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,10,
Kenneth Walker,RB,vs ARI,7.00,0,0,0,0,0,0,14,67,0,0,1,3,0,0,0,0,10,
Dontayvion Wicks,WR,vs PHI,7.00,0,0,0,0,0,0,0,0,0,0,4,38,0,0,0,0,10,
Michael Wilson,WR,@ SEA,7.00,0,0,0,0,0,0,0,0,0,0,4,34,0,0,0,0,10,
Jordan Addison,WR,vs BAL,6.00,0,0,0,0,0,0,0,0,0,0,3,35,0,0,0,0,10,
Greg Dortch,WR,@ SEA,6.00,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,10,
Pat Freiermuth,TE,@ LAC,6.00,0,0,0,0,0,0,0,0,0,0,3,33,0,0,0,0,10,
Tyler Higbee,TE,@ SF,6.00,0,0,0,0,0,0,0,0,0,0,3,33,0,0,0,0,10,
Dawson Knox,TE,@ MIA,6.00,0,0,0,0,0,0,0,0,0,0,3,37,0,0,0,0,10,
D.K. Metcalf,WR,@ LAC,6.00,0,0,0,0,0,0,0,0,0,0,3,35,0,0,0,0,10,
Demarcus Robinson,WR,vs LA,6.00,0,0,0,0,0,0,0,0,0,0,3,34,0,0,0,0,10,
Sterling Shepard,WR,vs NE,6.00,0,0,0,0,0,0,1,11,0,0,3,20,0,0,0,0,10,
Sean Tucker,RB,vs NE,6.00,0,0,0,0,0,0,9,53,0,0,1,-2,0,0,0,0,10,
Christian Watson,WR,vs PHI,6.00,0,0,0,0,0,0,0,0,0,0,2,45,0,0,0,0,10,
Pat Bryant,WR,vs LV,5.00,0,0,0,0,0,0,0,0,0,0,1,43,0,0,0,0,10,
Nick Chubb,RB,vs JAX,5.00,0,0,0,0,0,0,5,47,0,0,1,5,0,0,0,0,10,
Jalen Coker,WR,vs NO,5.00,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,10,
Blake Corum,RB,@ SF,5.00,0,0,0,0,0,0,13,56,0,0,0,0,0,0,0,0,10,
Demario Douglas,WR,@ TB,5.00,0,0,0,0,0,0,1,0,0,0,2,34,0,0,0,0,10,
Dalton Kincaid,TE,@ MIA,5.00,0,0,0,0,0,0,0,0,0,0,2,37,0,0,0,0,10,
Jaylin Lane,WR,vs DET,5.00,0,0,0,0,0,0,0,0,0,0,1,41,0,0,0,0,10,
Michael Mayer,TE,@ DEN,5.00,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0,10,
Luke Musgrave,TE,vs PHI,5.00,0,0,0,0,0,0,0,0,0,0,3,23,0,0,0,0,10,
Devin Neal,RB,@ CAR,5.00,0,0,0,0,0,0,4,22,0,0,3,9,0,0,0,0,10,
Kyle Pitts,TE,@ IND,5.00,0,0,0,0,0,0,0,0,0,0,2,38,0,0,0,0,10,
Courtland Sutton,WR,vs LV,5.00,0,0,0,0,0,0,0,0,0,0,3,24,0,0,0,0,10,
Austin Trammell,WR,@ HOU,5.00,0,0,0,0,0,0,0,0,0,0,2,33,0,0,0,0,10,
Rashod Bateman,WR,@ MIN,4.00,0,0,0,0,0,0,0,0,0,0,1,10,0,1,0,0,10,
Brock Bowers,TE,@ DEN,4.00,0,0,0,0,0,0,1,-4,0,0,1,31,0,0,0,0,10,
Terrance Ferguson,TE,@ SF,4.00,0,0,0,0,0,0,0,0,0,0,1,32,0,0,0,0,10,
Oronde Gadsden,TE,vs PIT,4.00,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,10,
Ty Johnson,RB,@ MIA,4.00,0,0,0,0,0,0,1,2,0,0,2,24,0,0,0,0,10,
Will Shipley,RB,@ GB,4.00,0,0,0,0,0,0,4,17,0,0,2,17,0,0,0,0,10,
Tre Tucker,WR,@ DEN,4.00,0,0,0,0,0,0,1,7,0,0,2,28,0,0,0,0,10,
Keenan Allen,WR,vs PIT,3.00,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0,10,
Calvin Austin,WR,@ LAC,3.00,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,10,
A.J. Brown,WR,@ GB,3.00,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,10,
Malachi Corley,WR,@ NYJ,3.00,0,0,0,0,0,0,2,32,0,0,0,0,0,0,0,0,10,
Jacory Croskey-Merritt,RB,vs DET,3.00,0,0,0,0,0,0,11,30,0,0,0,0,0,0,0,0,10,
Greg Dulcich,TE,vs BUF,3.00,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,10,
Evan Engram,TE,vs LV,3.00,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,10,
Elijah Higgins,TE,@ SEA,3.00,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0,10,
DeAndre Hopkins,WR,@ MIN,3.00,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,10,
Zonovan Knight,RB,@ SEA,3.00,0,0,0,0,0,0,10,28,0,0,1,5,0,0,0,0,10,
Charlie Kolar,TE,@ MIN,3.00,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,10,
Isaiah Likely,TE,@ MIN,3.00,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,10,
Jordan Mason,RB,vs BAL,3.00,0,0,0,0,0,0,4,25,0,0,1,6,0,0,0,0,10,
Jeremy McNichols,RB,vs DET,3.00,0,0,0,0,0,0,5,25,0,0,1,4,0,0,0,0,10,
Keaton Mitchell,RB,@ MIN,3.00,0,0,0,0,0,0,4,31,0,0,0,0,0,0,0,0,10,
Foster Moreau,TE,@ CAR,3.00,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,10,
John Mundt,TE,@ HOU,3.00,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,10,
Michael Pittman,WR,vs ATL,3.00,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0,10,
Curtis Samuel,WR,@ MIA,3.00,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,10,
Rashid Shaheed,WR,vs ARI,3.00,0,0,0,0,0,0,2,20,0,0,1,3,0,0,0,0,10,
Tyrell Shavers,WR,@ MIA,3.00,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,10,
Geno Smith,QB,@ DEN,3.00,26,16,143,0,1,0,3,7,0,0,0,0,0,0,0,0,10,
Adam Thielen,WR,vs BAL,3.00,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,10,
Cedric Tillman,WR,@ NYJ,3.00,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,10,
Kendrick Bourne,WR,vs LA,2.00,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,10,
Robbie Chosen,WR,vs DET,2.00,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,10,
Tyler Conklin,TE,vs PIT,2.00,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,10,
Isaiah Davis,RB,vs CLE,2.00,0,0,0,0,0,0,3,10,0,0,1,1,0,0,0,0,10,
Ashton Dulin,WR,vs ATL,2.00,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,10,
Kenny Gainwell,RB,@ LAC,2.00,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,10,
Tre Harris,WR,vs PIT,2.00,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,10,
RJ Harvey,RB,vs LV,2.00,0,0,0,0,0,0,4,9,0,0,2,9,0,0,0,0,10,
Taysom Hill,QB,@ CAR,2.00,1,0,0,0,0,0,7,20,0,0,0,0,0,0,0,0,10,
T.J. Hockenson,TE,vs BAL,2.00,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,10,
Chuba Hubbard,RB,vs NO,2.00,0,0,0,0,0,0,3,14,0,0,1,1,0,0,0,0,10,
Kyle Juszczyk,RB,vs LA,2.00,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,10,
Zaire Mitchell-Paden,TE,@ CAR,2.00,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,10,
Darnell Mooney,WR,@ IND,2.00,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,10,
Elijah Moore,WR,@ MIA,2.00,0,0,0,0,0,0,1,-1,0,0,2,9,0,0,0,0,10,
Skyy Moore,WR,vs LA,2.00,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,10,
Raheem Mostert,RB,@ DEN,2.00,0,0,0,0,0,0,1,4,0,0,1,11,0,0,0,0,10,
Adam Prentice,RB,vs LV,2.00,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,10,
Xavier Smith,WR,@ SF,2.00,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,10,
Isaac TeSlaa,WR,@ WAS,2.00,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,10,
Devaughn Vele,WR,@ CAR,2.00,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,10,
Darnell Washington,TE,@ LAC,2.00,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,10,
Savion Williams,WR,vs PHI,2.00,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,10,
Russell Wilson,QB,@ CHI,2.00,7,3,45,0,0,0,2,12,0,0,0,0,0,0,0,0,10,
Charlie Woerner,TE,@ IND,2.00,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,10,
Ameer Abdullah,RB,vs ATL,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,10,
LeQuint Allen,RB,@ HOU,1.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,10,
Elijah Arroyo,TE,vs ARI,1.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,10,
John Bates,TE,vs DET,1.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,10,
Daniel Bellinger,TE,@ CHI,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,10,
Derius Davis,WR,vs PIT,1.00,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,10,
Re'Mahn Davis,RB,@ MIA,1.00,0,0,0,0,0,0,2,-2,0,0,1,0,0,0,0,0,10,
Romeo Doubs,WR,vs PHI,1.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,10,
Josh Downs,WR,vs ATL,1.00,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,10,
Tucker Fisk,TE,vs PIT,1.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,10,
Hunter Henry,TE,@ TB,1.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,10,
Kameron Johnson,WR,vs NE,1.00,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,10,
Christian Kirk,WR,vs JAX,1.00,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,10,
Cole Kmet,TE,vs NYG,1.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,10,
John Metchie,WR,vs CLE,1.00,0,0,0,0,0,0,1,-7,0,0,1,3,0,0,0,0,10,
Jeremy Ruckert,TE,vs CLE,1.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,
Dylan Sampson,RB,@ NYJ,1.00,0,0,0,0,0,0,2,-4,0,0,1,3,0,0,0,0,10,
Arian Smith,WR,vs CLE,1.00,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,10,
Jonnu Smith,TE,@ LAC,1.00,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,10,
Mason Taylor,TE,vs CLE,1.00,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,10,
Dont'e Thornton,WR,@ DEN,1.00,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,10,
Adam Trautman,TE,vs LV,1.00,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,10,
Bhayshul Tuten,RB,@ HOU,1.00,0,0,0,0,0,0,4,5,0,0,1,5,0,0,0,0,10,
Nick Westbrook,WR,vs BUF,1.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,10,
Isaiah Williams,WR,vs CLE,1.00,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,10,
Emanuel Wilson,RB,vs PHI,1.00,0,0,0,0,0,0,1,2,0,0,1,2,0,0,0,0,10,
Jaylen Wright,RB,vs BUF,1.00,0,0,0,0,0,0,5,17,0,0,0,0,0,0,0,0,10,
Bryce Young,QB,vs NO,1.00,25,17,124,0,1,0,2,6,0,0,0,0,0,0,1,0,10,
Olamide Zaccheaus,WR,vs NYG,1.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,10,
Kyle Allen,QB,@ WAS,0.00,2,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,10,
AJ Barner,TE,vs ARI,0.00,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,10,
Cartavious Bigsby,RB,@ GB,0.00,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,10,
Michael Carter,RB,@ SEA,0.00,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,10,
Jerome Ford,RB,@ NYJ,0.00,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10,
Tyler Goodson,RB,vs ATL,0.00,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,10,
Ollie Gordon,RB,vs BUF,0.00,0,0,0,0,0,0,1,-3,0,0,0,0,0,0,0,0,10,
Alec Ingold,RB,vs BUF,0.00,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,10,
Terrell Jennings,RB,@ TB,0.00,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,10,
D'Ernest Johnson,RB,@ TB,0.00,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10,
Kaleb Johnson,RB,@ LAC,0.00,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,10,
Drew Lock,QB,vs ARI,0.00,0,0,0,0,0,0,4,-4,0,0,0,0,0,0,0,0,10,
Jaret Patterson,RB,vs PIT,0.00,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10,
Kenny Pickett,QB,@ DEN,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
Patrick Ricard,RB,@ MIN,0.00,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,10,
Kedon Slovis,QB,@ SEA,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
Mitchell Trubisky,QB,@ MIA,0.00,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,10,
Sione Vaki,RB,@ WAS,0.00,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,10,
Myles Price,WR,vs BAL,-1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,
Ke'Shawn Williams,WR,@ LAC,-1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,
Josh Allen,QB,vs TB,48.00,30,19,317,3,2,0,6,40,3,0,0,0,0,0,0,0,11,
Bryce Young,QB,@ ATL,37.00,45,31,448,3,0,1,1,-1,0,0,0,0,0,0,0,0,11,
Christian McCaffrey,RB,@ ARI,35.00,0,0,0,0,0,0,13,81,2,0,5,40,1,0,0,0,11,
Tetairoa McMillan,WR,@ ATL,33.00,0,0,0,0,0,0,0,0,0,0,8,130,2,0,0,0,11,
Dak Prescott,QB,@ LV,33.00,33,25,268,4,0,0,4,-4,0,0,0,0,0,0,1,0,11,
Sean Tucker,RB,@ BUF,33.00,0,0,0,0,0,0,19,106,2,0,2,34,1,0,0,0,11,
Michael Wilson,WR,vs SF,33.00,0,0,0,0,0,0,0,0,0,0,15,185,0,0,0,0,11,
TreVeyon Henderson,RB,vs NYJ,32.00,0,0,0,0,0,0,19,62,2,0,5,31,1,0,0,0,11,
Kenny Gainwell,RB,vs CIN,29.00,0,0,0,0,0,0,9,24,0,0,7,81,2,0,0,0,11,
George Pickens,WR,@ LV,29.00,0,0,0,0,0,0,0,0,0,0,9,144,1,0,0,0,11,
Bijan Robinson,RB,vs CAR,29.00,0,0,0,0,0,0,23,104,2,0,4,39,0,0,0,0,11,
Trey McBride,TE,vs SF,27.00,0,0,0,0,0,0,0,0,0,0,10,115,1,0,0,0,11,
Jacoby Brissett,QB,vs SF,26.00,57,47,452,2,2,0,2,-2,0,0,0,0,0,0,0,0,11,
Brock Purdy,QB,@ ARI,26.00,26,19,200,3,0,0,1,-7,0,0,0,0,0,0,0,0,11,
Nico Collins,WR,@ TEN,24.00,0,0,0,0,0,0,0,0,0,0,9,92,1,0,0,0,11,
Travis Kelce,TE,@ DEN,24.00,0,0,0,0,0,0,0,0,0,0,9,91,1,0,0,0,11,
George Kittle,TE,@ ARI,24.00,0,0,0,0,0,0,0,0,0,0,6,67,2,0,0,0,11,
De'Von Achane,RB,vs WAS,21.00,0,0,0,0,0,0,21,120,0,0,5,45,0,0,0,0,11,
Justin Fields,QB,@ NE,21.00,26,15,116,1,0,0,11,67,1,0,0,0,0,0,1,0,11,
Jordan Love,QB,@ NYG,20.00,24,13,174,2,0,1,2,7,0,0,0,0,0,0,0,0,11,
Deebo Samuel,WR,@ MIA,20.00,0,0,0,0,0,0,1,3,0,0,7,74,1,0,0,0,11,
Jaxon Smith-Njigba,WR,@ LA,20.00,0,0,0,0,0,0,1,11,0,0,9,105,0,0,0,0,11,
Christian Watson,WR,@ NYG,20.00,0,0,0,0,0,0,0,0,0,0,4,46,2,0,0,0,11,
James Cook,RB,vs TB,19.00,0,0,0,0,0,0,16,48,0,0,3,66,1,0,0,0,11,
Stefon Diggs,WR,vs NYJ,19.00,0,0,0,0,0,0,0,0,0,0,9,105,0,0,0,0,11,
Travis Etienne,RB,vs LAC,19.00,0,0,0,0,0,0,19,73,2,0,0,0,0,0,0,0,11,
Derrick Henry,RB,@ CLE,19.00,0,0,0,0,0,0,18,103,1,0,2,19,0,0,0,0,11,
Tyrell Shavers,WR,vs TB,19.00,0,0,0,0,0,0,0,0,0,0,4,90,1,0,0,0,11,
Kenneth Walker,RB,@ LA,19.00,0,0,0,0,0,0,16,67,1,0,3,44,0,0,0,0,11,
Greg Dortch,WR,vs SF,18.00,0,0,0,0,0,0,0,0,0,0,6,66,1,0,0,0,11,
Jahmyr Gibbs,RB,@ PHI,18.00,0,0,0,0,0,0,12,39,0,0,5,107,0,0,0,0,11,
Xavier Legette,WR,@ ATL,18.00,0,0,0,0,0,0,0,0,0,0,4,83,1,0,0,0,11,
Drake London,WR,vs CAR,18.00,0,0,0,0,0,0,0,0,0,0,7,119,0,0,0,0,11,
Baker Mayfield,QB,@ BUF,18.00,28,16,173,1,1,0,5,39,1,0,0,0,0,0,1,0,11,
Jameson Williams,WR,@ PHI,18.00,0,0,0,0,0,0,1,9,0,0,4,88,1,0,0,0,11,
AJ Barner,TE,@ LA,17.00,0,0,0,0,0,0,2,1,0,0,10,70,0,0,0,0,11,
Chase Brown,RB,@ PIT,17.00,0,0,0,0,0,0,18,99,0,0,6,28,0,0,0,0,11,
CeeDee Lamb,WR,@ LV,17.00,0,0,0,0,0,0,0,0,0,0,5,66,1,0,0,0,11,
Drake Maye,QB,vs NYJ,17.00,34,25,281,1,0,0,4,2,0,0,0,0,0,0,0,0,11,
Davis Mills,QB,@ TEN,17.00,41,26,274,1,0,0,2,14,0,0,0,0,0,0,0,0,11,
Devin Singletary,RB,vs GB,17.00,0,0,0,0,0,0,16,44,2,0,1,3,0,0,0,0,11,
Matthew Stafford,QB,vs SEA,17.00,28,15,130,2,0,0,0,0,0,0,0,0,0,0,0,0,11,
Tyrone Tracy,RB,vs GB,17.00,0,0,0,0,0,0,19,88,0,0,4,51,0,0,0,0,11,
Trevor Lawrence,QB,vs LAC,16.00,22,14,153,1,1,0,5,9,1,0,0,0,0,0,0,0,11,
Marcus Mariota,QB,@ MIA,16.00,30,20,213,1,1,0,4,49,0,0,0,0,0,0,0,0,11,
Kyren Williams,RB,vs SEA,16.00,0,0,0,0,0,0,12,91,1,0,1,5,0,0,0,0,11,
Mark Andrews,TE,@ CLE,15.00,0,0,0,0,0,0,1,35,1,0,3,32,0,0,0,0,11,
Tee Higgins,WR,@ PIT,15.00,0,0,0,0,0,0,0,0,0,0,3,63,1,0,0,0,11,
Patrick Mahomes,QB,@ DEN,15.00,45,29,276,1,1,0,1,3,0,0,0,0,0,0,0,0,11,
Cameron Ward,QB,vs HOU,15.00,37,24,194,1,0,0,3,33,0,0,0,0,0,0,1,0,11,
Brock Bowers,TE,vs DAL,14.00,0,0,0,0,0,0,0,0,0,0,7,72,0,0,0,0,11,
Rico Dowdle,RB,@ ATL,14.00,0,0,0,0,0,0,19,45,0,0,5,55,0,0,0,0,11,
Jared Goff,QB,@ PHI,14.00,37,14,255,1,1,0,1,-1,0,0,0,0,0,0,0,0,11,
Jalen Hurts,QB,vs DET,14.00,28,14,135,0,0,0,10,31,1,0,0,0,0,0,0,0,11,
Ty Johnson,RB,vs TB,14.00,0,0,0,0,0,0,1,9,0,0,2,61,1,0,0,0,11,
Zonovan Knight,RB,vs SF,14.00,0,0,0,0,0,0,5,24,1,0,4,21,0,0,0,0,11,
Puka Nacua,WR,vs SEA,14.00,0,0,0,0,0,0,2,18,0,0,7,75,0,0,1,0,11,
Geno Smith,QB,vs DAL,14.00,42,27,238,1,1,0,4,14,0,0,0,0,0,0,0,0,11,
Tre Tucker,WR,vs DAL,14.00,0,0,0,0,0,0,0,0,0,0,4,47,1,0,0,0,11,
Pat Bryant,WR,vs KC,13.00,0,0,0,0,0,0,0,0,0,0,5,82,0,0,0,0,11,
John Metchie,WR,@ NE,13.00,0,0,0,0,0,0,0,0,0,0,3,45,1,0,0,0,11,
Bhayshul Tuten,RB,vs LAC,13.00,0,0,0,0,0,0,15,74,1,0,0,0,0,0,0,0,11,
Emanuel Wilson,RB,@ NYG,13.00,0,0,0,0,0,0,11,40,1,0,1,9,0,1,0,0,11,
Troy Franklin,WR,vs KC,12.00,0,0,0,0,0,0,0,0,0,0,4,84,0,0,0,0,11,
Kareem Hunt,RB,@ DEN,12.00,0,0,0,0,0,0,13,59,1,0,1,3,0,0,0,0,11,
Jameis Winston,QB,vs GB,12.00,29,19,201,0,1,0,3,10,1,0,0,0,0,0,1,0,11,
A.J. Brown,WR,vs DET,11.00,0,0,0,0,0,0,0,0,0,0,7,49,0,0,0,0,11,
Jalen Coker,WR,@ ATL,11.00,0,0,0,0,0,0,0,0,0,0,4,52,0,1,0,0,11,
Jake Ferguson,TE,@ LV,11.00,0,0,0,0,0,0,0,0,0,0,4,16,1,0,0,0,11,
Joe Flacco,QB,@ PIT,11.00,40,23,199,1,1,0,1,-1,0,0,0,0,0,0,0,0,11,
Justin Jefferson,WR,vs CHI,11.00,0,0,0,0,0,0,0,0,0,0,5,61,0,0,0,0,11,
Van Jefferson,WR,vs HOU,11.00,0,0,0,0,0,0,0,0,0,0,3,22,1,0,0,0,11,
Aaron Jones,RB,vs CHI,11.00,0,0,0,0,0,0,16,70,0,0,3,11,0,0,0,0,11,
Jakobi Meyers,WR,vs LAC,11.00,0,0,0,0,0,0,0,0,0,0,5,64,0,0,0,0,11,
Bo Nix,QB,vs KC,11.00,37,24,295,0,0,0,3,8,0,0,0,0,0,0,0,0,11,
Tim Patrick,WR,vs LAC,11.00,0,0,0,0,0,0,0,0,0,0,3,20,1,0,0,0,11,
Mason Rudolph,QB,vs CIN,11.00,16,12,127,1,0,0,1,-1,0,0,0,0,0,0,0,0,11,
Dalton Schultz,TE,@ TEN,11.00,0,0,0,0,0,0,0,0,0,0,6,51,0,0,0,0,11,
Jordan Addison,WR,vs CHI,10.00,0,0,0,0,0,0,0,0,0,0,2,20,1,0,0,0,11,
Zay Flowers,WR,@ CLE,10.00,0,0,0,0,0,0,1,5,0,0,3,78,0,0,0,0,11,
Ollie Gordon,RB,vs WAS,10.00,0,0,0,0,0,0,9,45,1,0,0,0,0,0,0,0,11,
Isaiah Hodgins,WR,vs GB,10.00,0,0,0,0,0,0,0,0,0,0,5,57,0,0,0,0,11,
Mack Hollins,WR,vs NYJ,10.00,0,0,0,0,0,0,0,0,0,0,4,64,0,0,0,0,11,
Jordan Mason,RB,vs CHI,10.00,0,0,0,0,0,0,6,45,1,0,0,0,0,0,0,0,11,
Kyle Monangai,RB,@ MIN,10.00,0,0,0,0,0,0,12,23,1,0,1,14,0,0,0,0,11,
Aaron Rodgers,QB,vs CIN,10.00,15,9,116,1,0,0,1,8,0,0,0,0,0,0,0,0,11,
Darnell Washington,TE,vs CIN,10.00,0,0,0,0,0,0,0,0,0,0,4,67,0,0,0,0,11,
Javonte Williams,RB,@ LV,10.00,0,0,0,0,0,0,22,93,0,0,1,0,0,0,0,0,11,
Keenan Allen,WR,@ JAX,9.00,0,0,0,0,0,0,0,0,0,0,4,53,0,0,0,0,11,
Tyler Allgeier,RB,vs CAR,9.00,0,0,0,0,0,0,3,10,1,0,2,6,0,0,0,0,11,
Saquon Barkley,RB,vs DET,9.00,0,0,0,0,0,0,26,83,0,0,1,7,0,0,0,0,11,
Romeo Doubs,WR,@ NYG,9.00,0,0,0,0,0,0,0,0,0,0,4,53,0,0,0,0,11,
Emeka Egbuka,WR,@ BUF,9.00,0,0,0,0,0,0,0,0,0,0,5,40,0,0,0,0,11,
Jayden Higgins,WR,@ TEN,9.00,0,0,0,0,0,0,0,0,0,0,4,55,0,0,0,0,11,
Jauan Jennings,WR,@ ARI,9.00,0,0,0,0,0,0,0,0,0,0,4,54,0,0,0,0,11,
Cole Kmet,TE,@ MIN,9.00,0,0,0,0,0,0,0,0,0,0,5,45,0,0,0,0,11,
D.K. Metcalf,WR,vs CIN,9.00,0,0,0,0,0,0,0,0,0,0,5,49,0,0,0,0,11,
Colby Parkinson,TE,vs SEA,9.00,0,0,0,0,0,0,0,0,0,0,2,14,1,0,0,0,11,
Rashee Rice,WR,@ DEN,9.00,0,0,0,0,0,0,0,0,0,0,6,38,0,0,0,0,11,
Sterling Shepard,WR,@ BUF,9.00,0,0,0,0,0,0,1,7,0,0,4,54,0,0,0,0,11,
Courtland Sutton,WR,vs KC,9.00,0,0,0,0,0,0,0,0,0,0,4,59,0,0,0,0,11,
D'Andre Swift,RB,@ MIN,9.00,0,0,0,0,0,0,21,90,0,0,0,0,0,0,0,0,11,
Caleb Williams,QB,@ MIN,9.00,32,16,193,0,0,0,4,26,0,0,0,0,0,0,0,0,11,
Marquise Brown,WR,@ DEN,8.00,0,0,0,0,0,0,0,0,0,0,4,40,0,0,0,0,11,
Zach Ertz,TE,@ MIA,8.00,0,0,0,0,0,0,0,0,0,0,4,42,0,0,0,0,11,
RJ Harvey,RB,vs KC,8.00,1,0,0,0,0,0,11,30,0,0,3,20,0,0,0,0,11,
Hunter Henry,TE,vs NYJ,8.00,0,0,0,0,0,0,0,0,0,0,4,45,0,0,0,0,11,
Ashton Jeanty,RB,vs DAL,8.00,0,0,0,0,0,0,6,7,0,0,6,27,0,0,0,0,11,
J.J. McCarthy,QB,vs CHI,8.00,32,16,150,1,2,0,0,0,0,0,0,0,0,0,0,0,11,
Jaleel McLaughlin,RB,vs KC,8.00,0,0,0,0,0,0,6,19,1,0,1,-5,0,0,0,0,11,
Chigoziem Okonkwo,TE,vs HOU,8.00,0,0,0,0,0,0,0,0,0,0,3,56,0,0,0,0,11,
