Player,Pos,Opp,Pts,Pass_Att,Cmp,Pass_Yds,Pass_TD,Int,Pass_2Pt,Rush_Att,Rush_Yds,Rush_TD,Rush_2Pt,Rec,Rec_Yds,Rec_TD,Rec_2Pt,FL,TD,Week,
Christopher Rodriguez,RB,@ MIA,8.00,0,0,0,0,0,0,15,79,0,0,1,6,0,0,0,0,11,
Tyjae Spears,RB,vs HOU,8.00,0,0,0,0,0,0,4,3,0,0,5,31,0,0,0,0,11,
Cedric Tillman,WR,vs BAL,8.00,0,0,0,0,0,0,0,0,0,0,3,52,0,0,0,0,11,
Jaylen Waddle,WR,vs WAS,8.00,0,0,0,0,0,0,0,0,0,0,3,52,0,0,0,0,11,
Jaylen Warren,RB,vs CIN,8.00,0,0,0,0,0,0,10,62,0,0,2,5,0,0,0,0,11,
Rachaad White,RB,@ BUF,8.00,0,0,0,0,0,0,10,51,0,0,2,11,0,0,0,0,11,
Davante Adams,WR,vs SEA,7.00,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,11,
Michael Carter,RB,vs SF,7.00,0,0,0,0,0,0,2,6,0,0,5,22,0,0,0,0,11,
Gabriel Davis,WR,vs TB,7.00,0,0,0,0,0,0,0,0,0,0,3,40,0,0,0,0,11,
Evan Engram,TE,vs KC,7.00,0,0,0,0,0,0,0,0,0,0,4,33,0,0,0,0,11,
Noah Fant,TE,@ PIT,7.00,0,0,0,0,0,0,0,0,0,0,5,36,0,0,1,0,11,
Ryan Flournoy,WR,@ LV,7.00,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,11,
Breece Hall,RB,@ NE,7.00,0,0,0,0,0,0,14,58,0,0,2,6,0,0,0,0,11,
Xavier Hutchinson,WR,@ TEN,7.00,0,0,0,0,0,0,0,0,0,0,3,42,0,0,0,0,11,
Colston Loveland,TE,@ MIN,7.00,0,0,0,0,0,0,0,0,0,0,3,40,0,0,0,0,11,
Keaton Mitchell,RB,@ CLE,7.00,0,0,0,0,0,0,6,31,0,0,2,23,0,0,0,0,11,
Michael Penix,QB,vs CAR,7.00,16,13,175,0,0,0,1,9,0,0,0,0,0,0,0,0,11,
Wan'Dale Robinson,WR,vs GB,7.00,0,0,0,0,0,0,0,0,0,0,4,36,0,0,0,0,11,
Mason Taylor,TE,@ NE,7.00,0,0,0,0,0,0,0,0,0,0,4,30,0,0,0,0,11,
Tyquan Thornton,WR,@ DEN,7.00,0,0,0,0,0,0,0,0,0,0,1,61,0,0,0,0,11,
Malik Washington,WR,vs WAS,7.00,0,0,0,0,0,0,0,0,0,0,3,42,0,0,0,0,11,
Josh Whyle,TE,@ NYG,7.00,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,11,
Malik Willis,QB,@ NYG,7.00,2,2,6,1,0,0,1,16,0,0,0,0,0,0,0,0,11,
Zach Charbonnet,RB,@ LA,6.00,0,0,0,0,0,0,11,37,0,0,2,10,0,0,0,0,11,
Ja'Marr Chase,WR,@ PIT,6.00,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0,11,
Jahan Dotson,WR,vs DET,6.00,0,0,0,0,0,0,0,0,0,0,2,43,0,0,0,0,11,
Demario Douglas,WR,vs NYJ,6.00,0,0,0,0,0,0,1,-5,0,0,3,36,0,0,0,0,11,
Oronde Gadsden,TE,@ JAX,6.00,0,0,0,0,0,0,0,0,0,0,2,41,0,0,0,0,11,
Gunnar Helm,TE,vs HOU,6.00,0,0,0,0,0,0,0,0,0,0,4,29,0,0,0,0,11,
T.J. Hockenson,TE,vs CHI,6.00,0,0,0,0,0,0,0,0,0,0,3,39,0,0,0,0,11,
Theo Johnson,TE,vs GB,6.00,0,0,0,0,0,0,0,0,0,0,3,36,0,0,0,0,11,
Tyler Lockett,WR,vs DAL,6.00,0,0,0,0,0,0,0,0,0,0,3,33,0,0,0,0,11,
Hunter Luepke,RB,@ LV,6.00,0,0,0,0,0,0,1,5,0,0,3,36,0,0,0,0,11,
Darnell Mooney,WR,vs CAR,6.00,0,0,0,0,0,0,0,0,0,0,3,34,0,0,0,0,11,
Rome Odunze,WR,@ MIN,6.00,0,0,0,0,0,0,0,0,0,0,2,41,0,0,0,0,11,
Jeremy Ruckert,TE,@ NE,6.00,0,0,0,0,0,0,0,0,0,0,4,23,0,0,0,0,11,
Ja'Tavion Sanders,TE,@ ATL,6.00,0,0,0,0,0,0,0,0,0,0,4,22,0,0,0,0,11,
Amon-Ra St.,WR,@ PHI,6.00,0,0,0,0,0,0,0,0,0,0,2,42,0,0,0,0,11,
Tua Tagovailoa,QB,vs WAS,6.00,20,14,171,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
Tommy Tremble,TE,@ ATL,6.00,0,0,0,0,0,0,0,0,0,0,1,54,0,0,0,0,11,
Luther Burden,WR,@ MIN,5.00,0,0,0,0,0,0,0,0,0,0,3,27,0,0,0,0,11,
Tanner Hudson,TE,@ PIT,5.00,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0,11,
Andrei Iosivas,WR,@ PIT,5.00,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,11,
Jerry Jeudy,WR,vs BAL,5.00,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,11,
Quinshon Judkins,RB,vs BAL,5.00,0,0,0,0,0,0,17,59,0,0,0,0,0,0,0,0,11,
Cooper Kupp,WR,@ LA,5.00,0,0,0,0,0,0,0,0,0,0,3,23,0,0,0,0,11,
Jo'quavious Marks,RB,@ TEN,5.00,0,0,0,0,0,0,18,44,0,0,1,7,0,0,0,0,11,
Tony Pollard,RB,vs HOU,5.00,0,0,0,0,0,0,10,22,0,0,3,4,0,0,0,0,11,
Xavier Worthy,WR,@ DEN,5.00,0,0,0,0,0,0,0,0,0,0,3,25,0,0,0,0,11,
Sam Darnold,QB,@ LA,4.00,44,29,279,0,4,0,2,11,0,0,0,0,0,0,0,0,11,
Mitchell Evans,TE,@ ATL,4.00,0,0,0,0,0,0,0,0,0,0,2,28,0,0,0,0,11,
Harold Fannin,TE,vs BAL,4.00,0,0,0,0,0,0,0,0,0,0,2,26,0,0,0,0,11,
Dallas Goedert,TE,vs DET,4.00,0,0,0,0,0,0,0,0,0,0,2,24,0,0,0,0,11,
Lamar Jackson,QB,@ CLE,4.00,25,14,193,0,2,0,4,10,0,0,0,0,0,0,0,0,11,
Josh Jacobs,RB,@ NYG,4.00,0,0,0,0,0,0,7,40,0,0,0,0,0,0,0,0,11,
Kyle Juszczyk,RB,@ ARI,4.00,0,0,0,0,0,0,0,0,0,0,2,26,0,0,0,0,11,
Michael Mayer,TE,vs DAL,4.00,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,11,
Ladd McConkey,WR,@ JAX,4.00,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,11,
Jeremy McNichols,RB,@ MIA,4.00,0,0,0,0,0,0,4,13,0,0,2,16,0,0,0,0,11,
David Montgomery,RB,@ PHI,4.00,0,0,0,0,0,0,6,27,0,0,1,10,0,0,0,0,11,
Chris Moore,WR,@ MIA,4.00,0,0,0,0,0,0,0,0,0,0,2,28,0,0,0,0,11,
John Mundt,TE,vs LAC,4.00,0,0,0,0,0,0,0,0,0,0,2,25,0,0,0,0,11,
Cade Otton,TE,@ BUF,4.00,0,0,0,0,0,0,0,0,0,0,2,28,0,0,0,0,11,
Rashid Shaheed,WR,@ LA,4.00,0,0,0,0,0,0,1,2,0,0,2,27,0,0,0,0,11,
Parker Washington,WR,vs LAC,4.00,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,11,
Savion Williams,WR,@ NYG,4.00,0,0,0,0,0,0,0,0,0,0,1,33,0,0,0,0,11,
LeQuint Allen,RB,vs LAC,3.00,0,0,0,0,0,0,8,36,0,0,0,0,0,0,0,0,11,
Elic Ayomanor,WR,vs HOU,3.00,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,11,
Cartavious Bigsby,RB,vs DET,3.00,0,0,0,0,0,0,4,34,0,0,0,0,0,0,0,0,11,
Jacory Croskey-Merritt,RB,@ MIA,3.00,0,0,0,0,0,0,9,28,0,0,1,5,0,0,0,0,11,
Emari Demercado,RB,vs SF,3.00,0,0,0,0,0,0,5,8,0,0,2,12,0,0,0,0,11,
Chimere Dike,WR,vs HOU,3.00,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,11,
Greg Dulcich,TE,vs WAS,3.00,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0,11,
Matthew Golden,WR,@ NYG,3.00,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,11,
Justin Herbert,QB,@ JAX,3.00,18,10,81,0,1,0,3,21,0,0,0,0,0,0,0,0,11,
Tyler Higbee,TE,vs SEA,3.00,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,11,
Chuba Hubbard,RB,@ ATL,3.00,0,0,0,0,0,0,4,21,0,0,1,7,0,0,0,0,11,
Jalin Hyatt,WR,vs GB,3.00,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0,11,
Jacoby Jones,WR,@ MIA,3.00,0,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0,11,
Dawson Knox,TE,vs TB,3.00,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,11,
Isaiah Likely,TE,@ CLE,3.00,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,11,
Josh Palmer,WR,vs TB,3.00,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,11,
Kyle Pitts,TE,vs CAR,3.00,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,11,
Curtis Samuel,WR,vs TB,3.00,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0,11,
Ian Thomas,TE,vs DAL,3.00,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,11,
Brycen Tremayne,WR,@ ATL,3.00,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,11,
Kimani Vidal,RB,@ JAX,3.00,0,0,0,0,0,0,5,13,0,0,2,-1,0,0,0,0,11,
Xavier Weaver,WR,vs SF,3.00,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,11,
Rasheen Ali,RB,@ CLE,2.00,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,11,
Jack Bech,WR,vs DAL,2.00,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,11,
Malachi Corley,WR,vs BAL,2.00,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,11,
Blake Corum,RB,vs SEA,2.00,0,0,0,0,0,0,8,10,0,0,1,-5,0,0,0,0,11,
Malik Davis,RB,@ LV,2.00,0,0,0,0,0,0,4,20,0,0,0,0,0,0,0,0,11,
Pat Freiermuth,TE,vs CIN,2.00,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,11,
Dillon Gabriel,QB,vs BAL,2.00,10,7,68,0,0,0,2,2,0,0,0,0,0,0,0,0,11,
Noah Gray,TE,@ DEN,2.00,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,11,
Tre Harris,WR,@ JAX,2.00,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,11,
Elijah Higgins,TE,vs SF,2.00,0,0,0,0,0,0,0,0,0,0,2,11,0,0,1,0,11,
Julian Hill,TE,vs WAS,2.00,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,11,
DeAndre Hopkins,WR,@ CLE,2.00,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,11,
Mason Kinsey,WR,vs HOU,2.00,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,11,
Jaylin Lane,WR,@ MIA,2.00,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,11,
Adonai Mitchell,WR,@ NE,2.00,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,11,
D.J. Moore,WR,@ MIN,2.00,0,0,0,0,0,0,1,3,0,0,1,18,0,0,0,0,11,
Quintin Morris,TE,vs LAC,2.00,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,11,
Raheem Mostert,RB,vs DAL,2.00,0,0,0,0,0,0,2,6,0,0,2,7,0,0,0,0,11,
Jalen Nailor,WR,vs CHI,2.00,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,11,
Jaylin Noel,WR,@ TEN,2.00,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,11,
Adam Prentice,RB,vs KC,2.00,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,11,
Calvin Ridley,WR,vs HOU,2.00,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,11,
Brian Robinson,RB,@ ARI,2.00,0,0,0,0,0,0,8,24,0,0,0,0,0,0,0,0,11,
Demarcus Robinson,WR,@ ARI,2.00,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,11,
David Sills,WR,vs CAR,2.00,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,11,
Brashard Smith,RB,@ DEN,2.00,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,11,
Austin Trammell,WR,vs LAC,2.00,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,11,
Roman Wilson,WR,vs CIN,2.00,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,11,
Brock Wright,TE,@ PHI,2.00,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,11,
Calvin Austin,WR,vs CIN,1.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,11,
Andre Baccellia,WR,vs SF,1.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,11,
Tyler Badie,RB,vs KC,1.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,
Nick Chubb,RB,@ TEN,1.00,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,11,
Kirk Cousins,QB,vs CAR,1.00,14,6,48,0,0,0,1,2,0,0,0,0,0,0,0,0,11,
Isaiah Davis,RB,@ NE,1.00,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,11,
John FitzPatrick,TE,@ NYG,1.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,11,
Kylen Granson,TE,vs DET,1.00,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,11,
Kaleb Johnson,RB,vs CIN,1.00,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,11,
Tez Johnson,WR,@ BUF,1.00,0,0,0,0,0,0,3,0,0,0,1,6,0,0,0,0,11,
Christian Kirk,WR,@ TEN,1.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,11,
Trey Lance,QB,@ JAX,1.00,8,3,37,0,0,0,3,1,0,0,0,0,0,0,0,0,11,
Keleki Latu,TE,vs TB,1.00,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,11,
Luke Musgrave,TE,@ NYG,1.00,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,11,
David Njoku,TE,vs BAL,1.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,11,
Dare Ogunbowale,RB,@ TEN,1.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,11,
Josh Oliver,TE,vs CHI,1.00,0,0,0,0,0,0,0,0,0,0,1,-3,0,0,0,0,11,
Ricky Pearsall,WR,@ ARI,1.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,
Dylan Sampson,RB,vs BAL,1.00,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,11,
Khalil Shakir,WR,vs TB,1.00,0,0,0,0,0,0,0,0,0,0,1,-3,0,0,0,0,11,
DeVonta Smith,WR,vs DET,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,11,
Xavier Smith,WR,vs SEA,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,11,
Durham Smythe,TE,@ MIN,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,11,
Brevyn Spann-Ford,TE,@ LV,1.00,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,11,
Adam Thielen,WR,vs CHI,1.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,11,
Robert Tonyan,TE,@ DEN,1.00,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11,
Adam Trautman,TE,vs KC,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,11,
KaVontae Turpin,WR,@ LV,1.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,
Jordan Whittington,WR,vs SEA,1.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,11,
Dontayvion Wicks,WR,@ NYG,1.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,11,
Isaiah Williams,WR,@ NE,1.00,1,0,0,0,0,0,1,4,0,0,1,2,0,0,0,0,11,
Trayveon Williams,RB,@ JAX,1.00,0,0,0,0,0,0,3,-1,0,0,1,0,0,0,0,0,11,
Colson Yankoff,TE,@ MIA,1.00,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,11,
Isaiah Bond,WR,vs BAL,0.00,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,11,
Teddy Bridgewater,QB,@ BUF,0.00,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,11,
Christopher Brooks,RB,@ NYG,0.00,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,11,
Tahj Brooks,RB,@ PIT,0.00,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,11,
Trevor Etienne,RB,@ ATL,0.00,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,11,
Jerome Ford,RB,vs BAL,0.00,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,11,
Connor Heyward,TE,vs CIN,0.00,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,11,
George Holani,RB,@ LA,0.00,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,11,
Travis Homer,RB,@ MIN,0.00,0,0,0,0,0,0,1,-2,0,0,0,0,0,0,0,0,11,
Amar Johnson,RB,@ JAX,0.00,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,11,
D'Ernest Johnson,RB,vs NYJ,0.00,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,11,
Mac Jones,QB,@ ARI,0.00,0,0,0,0,0,0,3,-3,0,0,0,0,0,0,0,0,11,
Kendall Milton,RB,@ PIT,0.00,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,11,
Marvin Mims,WR,vs KC,0.00,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,11,
Shedeur Sanders,QB,vs BAL,0.00,16,4,47,0,1,0,3,16,0,0,0,0,0,0,0,0,11,
Jaylen Wright,RB,vs WAS,0.00,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,11,
Mecole Hardman,WR,vs TB,-1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,
LaJohntay Wester,WR,@ CLE,-1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,
Jahmyr Gibbs,RB,vs NYG,54.00,0,0,0,0,0,0,15,219,2,0,11,45,1,0,0,0,12,
Jaxon Smith-Njigba,WR,@ TEN,36.00,0,0,0,0,0,0,1,4,0,0,8,167,2,0,0,0,12,
Jameis Winston,QB,@ DET,35.00,36,18,366,2,1,0,4,13,0,0,1,33,1,0,0,0,12,
Jalen Hurts,QB,@ DAL,32.00,39,27,289,1,0,0,7,33,2,0,0,0,0,0,0,0,12,
Dak Prescott,QB,vs PHI,30.00,36,23,354,2,1,0,5,9,1,0,0,0,0,0,0,0,12,
Wan'Dale Robinson,WR,@ DET,30.00,0,0,0,0,0,0,1,0,0,0,9,156,1,0,0,0,12,
George Pickens,WR,vs PHI,29.00,0,0,0,0,0,0,0,0,0,0,9,146,1,0,0,0,12,
Amon-Ra St.,WR,vs NYG,29.00,0,0,0,0,0,0,0,0,0,0,9,149,1,0,0,0,12,
Matthew Stafford,QB,vs TB,28.00,35,25,273,3,0,0,0,0,0,0,0,0,0,0,0,0,12,
Caleb Williams,QB,vs PIT,28.00,35,19,239,3,0,0,4,21,0,0,0,0,0,0,1,0,12,
Christian McCaffrey,RB,vs CAR,26.00,0,0,0,0,0,0,24,89,1,0,7,53,0,0,0,0,12,
A.J. Brown,WR,@ DAL,25.00,0,0,0,0,0,0,0,0,0,0,8,110,1,0,0,0,12,
Cameron Ward,QB,vs SEA,25.00,42,28,256,1,0,0,6,37,1,0,0,0,0,0,0,0,12,
Emanuel Wilson,RB,vs MIN,25.00,0,0,0,0,0,0,28,107,2,0,2,18,0,0,0,0,12,
Hunter Henry,TE,@ CIN,24.00,0,0,0,0,0,0,0,0,0,0,7,115,1,0,0,0,12,
Ashton Jeanty,RB,vs CLE,24.00,0,0,0,0,0,0,17,50,0,0,8,58,1,0,0,0,12,
Rashee Rice,WR,vs IND,24.00,0,0,0,0,0,0,0,0,0,0,8,141,0,1,0,0,12,
Davante Adams,WR,vs TB,23.00,0,0,0,0,0,0,0,0,0,0,5,62,2,0,0,0,12,
Trevor Lawrence,QB,@ ARI,23.00,30,18,256,3,3,0,5,29,0,0,0,0,0,0,1,0,12,
D.J. Moore,WR,vs PIT,23.00,0,0,0,0,0,0,0,0,0,0,5,64,2,0,0,0,12,
Derrick Henry,RB,vs NYJ,22.00,0,0,0,0,0,0,21,64,2,0,2,24,0,0,0,0,12,
James Cook,RB,@ HOU,21.00,0,0,0,0,0,0,17,116,1,0,3,13,0,0,0,0,12,
Sam Darnold,QB,@ TEN,21.00,26,16,244,2,0,0,1,-1,0,0,0,0,0,0,0,0,12,
Jared Goff,QB,vs NYG,21.00,42,28,279,2,1,0,0,0,0,0,0,0,0,0,0,0,12,
Michael Wilson,WR,vs JAX,21.00,0,0,0,0,0,0,0,0,0,0,10,118,0,0,0,0,12,
Jacoby Brissett,QB,vs JAX,20.00,49,33,317,1,0,0,3,20,0,0,0,0,0,0,0,0,12,
Travis Etienne,RB,@ ARI,20.00,0,0,0,0,0,0,15,86,0,0,3,30,1,0,0,0,12,
Kareem Hunt,RB,vs IND,20.00,0,0,0,0,0,0,30,104,1,0,3,26,0,0,1,0,12,
Daniel Jones,QB,@ KC,20.00,31,19,181,2,0,0,3,16,0,0,0,0,0,0,0,0,12,
Kenny Gainwell,RB,@ CHI,18.00,0,0,0,0,0,0,10,92,0,0,6,30,0,0,0,0,12,
John Metchie,WR,@ BAL,18.00,0,0,0,0,0,0,0,0,0,0,6,65,1,0,0,0,12,
Davis Mills,QB,vs BUF,18.00,30,16,153,2,0,0,2,4,0,0,0,0,0,0,0,0,12,
Khalil Shakir,WR,@ HOU,18.00,0,0,0,0,0,0,0,0,0,0,8,110,0,0,1,0,12,
Parker Washington,WR,@ ARI,18.00,0,0,0,0,0,0,0,0,0,0,5,71,1,0,0,0,12,
Kirk Cousins,QB,@ NO,17.00,23,16,199,2,1,0,2,5,0,0,0,0,0,0,0,0,12,
Greg Dortch,WR,vs JAX,17.00,0,0,0,0,0,0,2,-5,0,0,6,53,1,0,0,0,12,
Patrick Mahomes,QB,vs IND,17.00,46,29,352,0,1,1,4,30,0,0,0,0,0,0,0,0,12,
Drake Maye,QB,@ CIN,17.00,35,22,294,1,1,0,5,22,0,0,0,0,0,0,0,0,12,
Quinshon Judkins,RB,@ LV,16.00,0,0,0,0,0,0,16,47,2,0,0,0,0,0,0,0,12,
Christian Kirk,WR,vs BUF,16.00,0,0,0,0,0,0,0,0,0,0,5,54,1,0,0,0,12,
Trey McBride,TE,vs JAX,16.00,0,0,0,0,0,0,0,0,0,0,9,79,0,0,0,0,12,
Darnell Mooney,WR,@ NO,16.00,0,0,0,0,0,0,0,0,0,0,3,74,1,0,0,0,12,
Puka Nacua,WR,vs TB,16.00,0,0,0,0,0,0,0,0,0,0,7,97,0,0,0,0,12,
Chris Olave,WR,vs ATL,16.00,0,0,0,0,0,0,0,0,0,0,9,70,0,0,0,0,12,
Geno Smith,QB,vs CLE,16.00,44,30,285,1,0,0,3,8,0,0,0,0,0,0,1,0,12,
Chimere Dike,WR,vs SEA,15.00,0,0,0,0,0,0,0,0,0,0,5,44,1,0,0,0,12,
Jauan Jennings,WR,vs CAR,15.00,0,0,0,0,0,0,0,0,0,0,5,41,1,0,0,0,12,
Jakobi Meyers,WR,@ ARI,15.00,0,0,0,0,0,0,0,0,0,0,4,50,1,0,0,0,12,
Dylan Sampson,RB,@ LV,15.00,0,0,0,0,0,0,7,23,0,0,2,59,1,0,0,0,12,
Tyrone Tracy,RB,@ DET,15.00,0,0,0,0,0,0,20,62,0,0,3,68,0,0,0,0,12,
Chase Brown,RB,vs NE,14.00,0,0,0,0,0,0,19,107,0,0,2,23,0,0,0,0,12,
Breece Hall,RB,@ BAL,14.00,0,0,0,0,0,0,16,44,0,0,4,75,0,0,1,0,12,
Colston Loveland,TE,vs PIT,14.00,0,0,0,0,0,0,0,0,0,0,4,49,1,0,0,0,12,
D.K. Metcalf,WR,@ CHI,14.00,0,0,0,0,0,0,2,12,1,0,5,22,0,0,0,0,12,
Colby Parkinson,TE,vs TB,14.00,0,0,0,0,0,0,0,0,0,0,4,41,1,0,0,0,12,
Bijan Robinson,RB,@ NO,14.00,0,0,0,0,0,0,14,70,0,1,2,37,0,0,0,0,12,
DeVonta Smith,WR,@ DAL,14.00,0,0,0,0,0,0,0,0,0,0,6,89,0,0,0,0,12,
Brenton Strange,TE,@ ARI,14.00,0,0,0,0,0,0,0,0,0,0,5,93,0,0,0,0,12,
Saquon Barkley,RB,@ DAL,13.00,0,0,0,0,0,0,10,22,0,0,7,52,0,0,1,0,12,
Jayden Higgins,WR,vs BUF,13.00,0,0,0,0,0,0,0,0,0,0,4,38,1,0,0,0,12,
George Kittle,TE,vs CAR,13.00,0,0,0,0,0,0,0,0,0,0,6,78,0,0,0,0,12,
Zonovan Knight,RB,vs JAX,13.00,0,0,0,0,0,0,10,12,1,0,4,20,0,0,0,0,12,
Michael Pittman,WR,@ KC,13.00,0,0,0,0,0,0,0,0,0,0,5,27,1,0,0,0,12,
Tyrod Taylor,QB,@ BAL,13.00,28,17,222,1,1,0,5,19,0,0,0,0,0,0,0,0,12,
Kenneth Walker,RB,@ TEN,13.00,0,0,0,0,0,0,11,71,0,0,3,30,0,0,0,0,12,
Isaiah Hodgins,WR,@ DET,12.00,0,0,0,0,0,0,0,0,0,0,2,42,1,0,0,0,12,
Tez Johnson,WR,@ LA,12.00,0,0,0,0,0,0,2,12,0,0,3,21,1,0,0,0,12,
Shedeur Sanders,QB,@ LV,12.00,20,11,209,1,1,0,1,-1,0,0,0,0,0,0,0,0,12,
Jaylen Warren,RB,@ CHI,12.00,0,0,0,0,0,0,18,68,1,0,0,0,0,0,0,0,12,
Brock Bowers,TE,vs CLE,11.00,0,0,0,0,0,0,0,0,0,0,6,55,0,0,0,0,12,
Jake Ferguson,TE,vs PHI,11.00,0,0,0,0,0,0,1,1,0,0,5,60,0,0,0,0,12,
Joe Flacco,QB,vs NE,11.00,37,19,183,1,1,0,1,3,0,0,0,0,0,0,0,0,12,
Zay Flowers,WR,vs NYJ,11.00,0,0,0,0,0,0,2,11,0,0,5,58,0,0,0,0,12,
Gunnar Helm,TE,vs SEA,11.00,0,0,0,0,0,0,0,0,0,0,6,51,0,0,0,0,12,
CeeDee Lamb,WR,vs PHI,11.00,0,0,0,0,0,0,0,0,0,0,4,75,0,0,0,0,12,
Tetairoa McMillan,WR,@ SF,11.00,0,0,0,0,0,0,0,0,0,0,2,35,1,0,0,0,12,
Javonte Williams,RB,vs PHI,11.00,0,0,0,0,0,0,20,87,0,0,2,14,0,0,0,0,12,
